指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
3332,电算玉民薄,江原道旌善郡占才街14-14,#江原道#春川#旅游地#民博,010-7799-1023,http://cafe.daum.net/jso5771,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0682_I_08.JPG&w=454&h=242,50000 ~ 100000韩币,可停车免费停车,位于江原道旌善郡新东邑云峙里占斋村的全山玉民朴是一条东江从窗户下面流下来的风景非常迷人的地方。 如果想在清新的风中欣赏东江风景全山玉民朴是最佳选择。 不仅推荐家人恋人朋友还推荐团体聚会。
3333,九尾亭野营场民宿,江原道旌善郡龟尾亭街33,#江原道#春川#旅游地#民博,010-3935-1424,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0624_I_07.JPG&w=454&h=242,50000~150000,可停车免费停车,露营地占地6000多坪。 露营地网站有150个网站奥托露营地有3栋40个网站的民宿。 民宿有你和黄土房8人用你和炕房10人用团体室20人用室。 附带设施有开水台无人商会(简易市场)山林浴场会面广场冰场/雪橇场(冬季)等。 停车场也齐全。
3334,白云山民宿,江原道旌善郡东江路1038-4,#江原道#春川#旅游地#民博,010-3640-5090,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0162_I_01.JPG&w=454&h=242,50000~200000元,可停车免费停车,白云山民宿位于定城郡东江路毗邻东江和白云山。 白云山民宿与普通民宿相同是登山时适合居住的民宿。 另外因为可以吃点小食所以还准备了辣汤和土豆煎等食物。
3335,大村民宿,江原道旌善郡大村街62,#江原道#春川#旅游地#民博,010-8979-3367,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0101_I_09.JPG&w=454&h=242,300000~10000元,可停车免费停车,位于大村村的大村民宿呈现出改良后的现代化韩屋结构。 与자字型的平面结构一起拆墙有开放感并重新修缮了传统的屋顶和墙壁增加了现代感。 原先用作院子的地方被重新修缮用作停车场。
3336,盐酸南瓜,江原道旌善郡芦楸山路393,#江原道#春川#旅游地#民博,033-562-1267,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0086_I_02.JPG&w=454&h=242,50000~90000元,可停车免费停车,松泉民宿是大松树和清泉旅馆的别称。 这里位于江原道旌善郡雪花村路阿里郎发祥地旌善北面柳川里江边。 以康多式民宿为想亲自做饭的访客准备的所有设施一应俱全。 铁路自行车或风景列车经过江对面时会再次呈现出新的情趣。
3337,复兴民宿,江原道旌善郡余粮面余粮里256,#江原道#春川#旅游地#民博,033-562-4010,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0084_I_01.JPG&w=454&h=242,300000~50000元,可停车免费停车,复兴民宿位于江原道旌善郡余粮面余粮里餐厅和民宿同时运营。 宿舍后面有田地可以和小孩们一起做家庭旅行的好地方。 离奥拉吉站很近交通非常方便。 拥有3间客房价格从3万韩元到5万韩元不等。
3338,旌善站居屋,江原道旌善郡旌善邑爱山路188,#江原道#春川#观光地#guest house,010-2186-8669,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0080_I_01.JPG&w=454&h=242,40000~80000韩元,可停车免费停车,旌善站招待所位于江原道旌善郡爱山里是将现在不使用的火车改建成宿舍的招待所。 一车两室中间有卫生间。 这将在两居室中使用。 对于想体验别处体验不到的别样体验的游客来说这是最适合的住处。
3339,泛巴渝民博,江原道旌善郡盐江路3616,#江原道#春川#旅游地#民博,033-592-7152,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0078_I_01.JPG&w=454&h=242,300000~50000元,可停车免费停车,泛巴渝民宿位于江原道旌善郡盐江路以美丽的景色著称。 距离high1和江原land10分钟以内。 户型为单间每间客房都有床上用品家具等。 季房月租住宿等均可可容纳4至15人住宿。
3340,黄土民宿,江原道旌善郡北坪面文谷里,#江原道#春川#旅游地#民博,033-563-2780,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/2/BF0077_I_01.JPG&w=454&h=242,50000~350000韩元,可停车免费停车,黄土民宿位于江原道旌善郡北坪面是恋人家人和集体来的人可以安心休息的地方。 由于离旌善郡政府较近直接获取旅游信息也容易而且离市内较近因此利用便利设施也方便。
3341,high1度假村高跟鞋,江原道旌善郡舍北邑海原街265,#江原道#春川#旅游地#康都,1588-7789,http://www.high1.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BC10004_I_01.JPG&w=454&h=242,300000~450000元,可停车免费停车,不是近10名人员而是适合小规模人员访问的high1度假村hill condo。 整体的内饰设计非常有感觉让年轻人喜欢而且可以使用各种便利设施因此也是他们喜欢的地方。 凡是有343间客房追求实惠的旅客不妨选择一套高跟鞋公寓充分利用海原度假村的各种设施享受精选的魅力。
3342,high1度假村贝利公寓,江原道旌善郡舍北邑海原街265,#江原道#春川#旅游地#康都,1588-7789,http://www.high1.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BC10003_I_01.JPG&w=454&h=242,200000~550000元,可停车免费停车,位于High1度假村内的百丽度假公寓的特点是装饰精美。 另外每到冬季滑雪和滑雪的游客络绎不绝在人气旺盛的季节滑雪场到康多的距离非常近因此对于追求便利的人们来说这里也是他们最喜欢的地方。 在这里可以尽情享受滑雪和滑板还可以尽情享受另一种乐趣。
3343,mountain condo,江原道旌善郡古汗邑海原街265-1,#江原道#春川#旅游地#康都,033-590-7919,http://www.high1.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BC10002_I_01.JPG&w=454&h=242,400000~150000元,可停车免费停车,high1度假村的mountain condo距离首尔约2小时30分。 在high1度假村中位于较山的入口采用具有复式结构的客房和大理石原木地板的装饰可一次性享受高级和舒适感。 此外为了方便游客还经营着野外草丛还设有滑雪学校等多种附属设施在逗留期间可以安心休息。
3344,隐形酒店,江原道旌善郡舍北邑舍北一街23,#江原道#春川#观光地#酒店,033-592-9898,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BA10023_I_01.JPG&w=454&h=242,50000~80000韩元,可停车免费停车,位于旌善郡舍北邑舍北路的隐藏酒店是位于舍北邑的酒店位于比较安静的地方是能够悠闲休息的宽敞酒店。 酒店拥有36个客房即使团体来也可以住宿是能够以最好的服务报答客人的酒店。 舒适宽敞的设施让人眼前一亮谁也不差什么的内饰是很多人使用的住宿企业。 每个客房都有不同的装修风格挑选起来非常有趣。
3345,江原land酒店_赌场,江原道旌善郡舍北邑海原街265,#江原道#春川#观光地#酒店,1588-7789,http://kangwonland.high1.com/mainRoomIntro/html.high1,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BA10022_I_01.JPG&w=454&h=242,320000~4800000韩币,可停车免费停车,位于旌善郡舍北邑high1路的江原land酒店_赌场是韩国唯一一家可以出入本国人的赌场和拥有多种附属设施的豪华酒店。 该酒店拥有477间客房可使用便利店高尔夫球场滑雪场游泳池温泉赌场练歌厅等配套设施为住宿游客提供便利。 酒店可以提供英语和中文介绍因此外国人也可以轻松使用是很多游客使用的酒店。
3346,旌善枫叶观光酒店,江原道旌善郡南面武陵一路八五里,#江原道#春川#观光地#酒店,033-592-7744,http://www.jsmaple.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BA10021_I_01.JPG&w=454&h=242,60000~5000000元,可停车免费停车,它拥有54间客房可使用桑拿浴咖啡馆和餐厅的配套设施。 具有异国风情的外观包括豪华套房在内拥有各种形态的客房成为舒适的休息空间。 使用原木和原石以自然亲和的概念建造的套房适合集体和大家庭使用采用多种风格装修的房间和湿式干式桑拿房可以彻底缓解旅途疲劳。 位于1楼的西餐厅可以品尝到韩餐和西餐的轻松茶和快餐。 这里是提供舒适悠闲的康复空间的好场所。
3347,旌善庄汽车旅馆,江原道旌善郡旌善邑旌善路1387,#江原道#春川#观光地#汽车旅馆,033-563-0066,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10048_I_01.JPG&w=454&h=242,40000~700000韩元,可停车免费停车,旌善场汽车旅馆位于江原道旌善郡旌善邑旌善路是外观棱角分明的汽车旅馆。 得益于舒适温馨的内饰设计是深受旌善市民喜爱的旅店客房内有空调冰箱电视机可舒适地停留。 客房内有净水器比其他住宿单位方便使用浴室内有浴缸使用更加清洁。 分为暖炕房和卧铺房可根据住客的喜好使用。
3348,画框,江原道旌善郡旌善邑旌善路1242,#江原道#春川#观光地#汽车旅馆,033-563-0522,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10047_I_01.JPG&w=454&h=242,4000~600韩币,可停车免费停车,图画旅馆是3层建筑的住宿设施。 客房内部备有电视机空调梳妆台冰箱等使用方便。 此外这里还备有电咖啡壶和速溶咖啡茶类一杯温热茶可以暖身。 浴室清洁卫生配有干净毛巾爽肤水乳液等化妆品和洗发水沐浴露等基本洗漱工具可供使用。 透过窗外可以看见绿色的山景让人感觉心旷神怡。
3349,新首尔汽车旅馆,江原道旌善郡舍北邑舍北中央路72-1,#江原道#春川#观光地#汽车旅馆,033-592-5252,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10046_I_01.JPG&w=454&h=242,4000~600韩币,可停车免费停车,新首尔汽车旅馆是一栋5层建筑的住宿设施。 一楼是皮尔洛蒂结构的停车场方便车辆进出。 备有电视电话机沙发冰箱吹风机等使用方便。 此外这里还备有电咖啡壶纸杯速溶咖啡和茶等一杯温茶可以暖身休息。 干净的毛巾可以方便地使用卫生间也清洁卫生。 有床房和暖炕房可以选择自己喜欢的客房使用。
3350,汽车旅馆,江原道旌善郡北坪面北坪六街22,#江原道#春川#观光地#汽车旅馆,033-563-3355,http://www.yedawon.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10045_I_01.JPG&w=454&h=242,35000~700000韩元,可停车免费停车,汽车旅馆艺大院设有床和电视电脑冰箱桌子电话床上用品等非常方便。 浴室虽然小但有基本的东西。 有巨大的衣柜便于存取余衣提供毛巾等方便使用还有电咖啡壶可以让你感受一杯温茶的悠闲。 分为床房和暖炕房可以选择自己喜欢的客房。 整体空间虽小但基本面比较齐全价格比较低廉适合住一晚。
3351,未涂装汽车旅馆,江原道旌善郡南面武陵一路115,#江原道#春川#观光地#汽车旅馆,033-591-1057,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10044_I_01.JPG&w=454&h=242,250000~400000韩元,可停车免费停车,美都庄旅馆是由两层建筑组成的住宿设施。 顺着整洁的灰色外观走进里面你会发现里面有一间小而朴素但干净整洁的客房。 电视机电视梳妆台冰箱空调等一应俱全卫生间也保持清洁。 还有卧铺房可以选择自己喜欢的客房使用。 大房间里备有洗碗池和冰箱还有衣柜和书桌等可以更加方便地在温馨的气氛中休息。
3352,主题公园汽车旅馆,江原道旌善郡古汗邑古土一路102,#江原道#春川#观光地#汽车旅馆,033-591-0209,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10043_I_01.JPG&w=454&h=242,40000~5000韩币,可停车免费停车,旌善High1汽车旅馆中也有干净的烧烤场是很好的旅馆。 前面有座山可以欣赏到空气清新的自然风光。 沿着整洁的走廊走就会看到一间小而清洁的客房。 一到冬天人们就会用低廉的费用给来到滑雪场的人解决住宿问题因此受欢迎程度很高。 壁挂式电视机电脑梳妆台床上用品等一应俱全整体整洁卫生状况良好。 这里还有暖炕式房间可供多人住宿可做饭备有基本餐具和冰箱等。
3353,瓦伦丁汽车旅馆,江原道旌善郡古汗邑古土一路106,#江原道#春川#观光地#汽车旅馆,033-591-0209,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10042_I_01.JPG&w=454&h=242,3000~600韩币,可停车免费停车,华伦天籁汽车旅馆外观上是红色的方形外观简洁大方配有停车场提车到这里非常方便。 内部设有床和梳妆台电视电咖啡壶电话吹风机等方便使用有毛巾和乳液喷雾速溶咖啡等可自由使用。 有床房和暖炕房可以选择自己喜欢的客房使用。 整个客房的床上用品十分整洁卫生整洁。 其特点是所有客房宽敞不华丽但给人以整洁舒适温馨的感觉。
3354,鼻贴,江原道旌善郡舍北路小金刚路3576,#江源道#春川#旅游地#片,033-592-2046 010-97,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11236_I_01.JPG&w=454&h=242,80000~120000韩元,可停车免费停车,位于旌善郡沙北路小金刚路的COCO旅馆在复式结构的整洁幽雅的室内可以留下美好的回忆。 拥有8间客房可以使用烧烤场。 围栏前流淌的鱼泉营造出一种温馨的氛围后面是南电山脚空气清新自然景观优美是游客常去的住宿场所。
3355,氨基苯甲酸酯,江原道旌善郡南面紫뭇골街75,#江源道#春川#旅游地#片,033-591-7897,http://www.windysky.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11235_I_01.JPG&w=454&h=242,70000~400000元,可停车免费停车,位于旌善郡南面 자谷路上的Amiti Epention有游泳场和水滑是可以近距离玩水的旅馆。 它拥有16间客房可使用游泳池水滑烧烤场。 这款欧洲风格的别墅式旅馆在夏天可以看到山的风景中可以悠闲地使用宽敞的游泳池。 复式A栋和普通B栋拥有客房内部设施干净整洁。
3356,白色圆顶,江原道旌善郡南面뭇골街 301-4,#江源道#春川#旅游地#片,010-8546-5603,http://hayandom.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11234_I_01.JPG&w=454&h=242,60000~1600000元,可停车免费停车,位于旌善郡南面 자谷路上的白色圆顶装饰物是独特的圆顶形状的外观和自然完美结合的特色装饰品。 拥有6间客房可以使用烧烤场。 在烧烤花园里人们可以吃各种食物制造许多回忆。 客房有复式圆顶和单层冰屋与外表看上去的别具一格不同内部采用温馨整洁的内饰非常适合舒适休息。
3357,野花妆前乳,江原道旌善郡南面뭇골街312,#江源道#春川#旅游地#片,033-592-4845,http://www.jswildflower.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11233_I_01.JPG&w=454&h=242,70000~220000韩元,可停车免费停车,位于旌善郡南面 자谷路的野花旅馆位于旌善 자谷旅馆园区内是视野非常好的地方。 拥有6间客房可使用汗蒸房烧烤场。 位于风景秀丽的杜威峰入口围栏前流淌着杜威峰清凉的溪水围栏后面则有杜威峰。 即使是盛夏凉爽的山风也能让炎热降温。
