指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
3246,日出森吊饰,济州特别自治道西归浦市城山邑城山里 282-2,,064-784-6400,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3e813676-ba59-4938-88d0-ae1aec946daa.jpg,,,与城山日出峰相对而立的日出森峰就如其名字一样是能够见证城山感人日出的地方。在建筑物的屋顶上可以安静不受妨碍地欣赏城山的日出这本身就非常吸引人。 另外在日落时分还可以品尝烧烤以城山日出峰为背景吃饭的经历会留下美好的回忆。客房有4-6人用双人间和两种类型的2-3人用单间。 整个客房配有简单的炊事工具和厨房并提供免费Wi-Fi。周边观光地有城山日出峰涉智柯吉水 아쿠아牛岛龙眼岛兔岛婚姻地村庄等从济州国际机场乘车约需50分钟。​​​​​​
3247,伊兹山,济州岛济州市涯月邑九严里 466-3,,064-712-6721,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d8dc139a-f516-4153-9faf-892ef3d40bd0.jpg,,,紧靠海岸公路的Its Hill Fention。10个各具特色的it style房间内装修。​​​​​​​​​
3248,Janet&Cash,济州市旧左邑坪垈九路20-1,,010-5325-8297,,退房时间:14:00~退房时间:11:00卧室3个阁楼卫生间3个室外浴池草坪广场儿童咖啡屋蹦床,https://api.visitjeju.net/photomng/imgpath/201804/30/92dc9a58-0b6a-4b80-9022-20ad630c3c12.jpg,,,共有200坪12层80坪规模的ZANET&CASH不受任何妨碍1楼的儿童娱乐空间和2楼的休息空间分离是适合与孩子们一起前往的独栋公寓。设有足球场的草坪和蹦床带来愉快时光带来开放感的儿童旅馆Poldingdoor是供孩子们享受美食烧烤与孩子们一起用餐而制作的。被安全垫包围的安全的儿童空间造就了过去无法和孩子们一起玩耍的时间。在草坪上可以烧烤还可以举行突破蒂家族派对等小规模活动。1分钟距离的Hanaro Mart海女博物馆坪台细花海水浴场石油场等准备了各种看点和娱乐设施还有Happy rent车真波托风格合作装饰的客户租赁车。客房信息:3间卧室和阁楼2层2层1层1间卫生间户外浴池草坪广场。 儿童自助餐厅:最多12人(2~3家人) 使用时间:登记16点~退房11点 方便烧烤店 电视 冰箱 烹饪设施 浴室
3249,自然人,济州市 ara1洞 2082-1,#野营场#野营场,064-723-7500,,入住15:00以后(23:00以后入住的人请提前联系/退房11:00之前/整理客房时间12点~15点,https://api.visitjeju.net/photomng/imgpath/201804/30/b046e2d3-1c08-4804-bfdd-3407e0cada5b.png,,,摆脱舒适的高楼大厦林在以天然的自然景观著称的济州岛享受glaming。华丽之意的格拉默勒斯和露营的合成词Glamping顾名思义就是豪华露营。除了 20 多栋的炒菜设施外还准备了具有顶级厨师感觉的料理餐厅和能够呼吸清新空气享受一杯咖啡闲暇和甜点的咖啡厅。晚上点燃篝火感受幽静的感性早晨听着山鸟的歌声心情愉快地站起来可以在舒适的旅馆住宿。家人都准备了可以安心休息的炒年糕。自然人入室时间是15:00以后(23:00以后入室的人请提前联系)离退房时间是11:00之前。客房整理时间12点~15点卖场运营时间上午10点~晚上22点glaming:2人帐篷4人帐篷构成:空调床兼沙发床上用品露营椅木炭烧烤在自然人小卖部购买烧烤所需的食材及饮料冰淇淋等。为您寻找自然人咖啡自然人的顾客均可使用。在大自然中喝着清香的咖啡和清凉的饮料享受旅行和日常生活中的休息。自然人餐厅拥有顶级厨师感觉的自然人餐厅。拌饭排骨汤生拌牛肉汤生鱼片寿司等高级料理将在自然人餐厅中见面
3250,自然之家,济州特别自治道西归浦市表善面下川里2296-4,,070-8862-0200,,,https://api.visitjeju.net/photomng/imgpath/201804/30/f42f0928-b726-46ef-9327-5a3bd80b6f1b.jpg,,,位于清净济州环境保存最完好地区的自然之家位于自然环境中使人联想起椰子树(Kanaria Cocos华盛顿外)苏铁樱花松树等50多种各样树木和植物。​
3251,磁场磁场,济州特别自治道西归浦市上예洞4684-4,# 磁场磁场笔,064-738-2112,,全年休业,https://api.visitjeju.net/photomng/imgpath/201806/15/eedd18d0-34e4-4b4c-bcdf-6aa759d5bca5.JPG,,,交通很方便周围自然环境优越。  附近有包括中文观光园区在内的主要旅游景点可有效利用旅游时间。   客房为12坪型15坪型有18坪型的世宗流并一直竭尽全力保持最佳的清洁。  可以到一团一团的草坪花园里烧炭。
3252,状元民宿,济州特别自治道西归浦市川堤渊路49,,064-738-1110,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/8a1ee592-ab77-43f7-ac28-88020f93419d.jpg,,,位于西归浦市中文观光园区内的民宿价格低廉。中文观光园区内提供免费接送服务位于偶来8路线适合偶来游客使用。周边有如美地植物园泰迪熊博物馆中文海水浴场等西归浦市圈的观光景点非常方便。
3253,爵士村度假村,济州特别自治道西归浦市小甫里堂路220(上예洞),,064-738-9300,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3e3d3600-bf6f-4946-8f04-5cc86ad95f09.jpg,,,距离中文观光园区3分钟车程的休闲型家庭酒店。附带设施有烤肉店度假村内的餐厅(耽罗晚餐)室内体育馆(国际规格篮球场大小)室外游泳场柑橘果园体验场GS便利店等。​​
3254,果酱,济州济州市朝天邑咸瓦路566-27,,010-6414-3441,,入住15点退房11点,https://api.visitjeju.net/photomng/imgpath/201804/30/a1e9ecb7-61d3-4a95-ba08-ab4fe21b436a.jpg,,,果酱馆位于广播家许秀景生活并出名的朝天瑞士村。该大厦为3层建筑1楼有咖啡厅23楼是民宿。2楼是双人间2间3楼是4人间1间住宿者可以在1楼咖啡厅免费招待简单的零食和茶。瑞士村有各种咖啡店和餐厅小店等周边有著名的旅游胜地月亭里咸德海水浴场Ecoland等非常方便观光。车辆行驶15分钟就能到达仙女爬树人博物馆巨文岳沙 사林荫道山脚石文化公园。​​​
3255,Just Slip济州,济州岛西归浦市大静邑武陵里 3845-3,,064-792-0190,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9462e0ed-e655-48d5-8943-405f846d7a3a.jpg,,,摆脱都市的复杂坐落在济州大海与土地相融处的舒适住所
3256,田园民宿,济州特别自治道济州市牛岛面莲坪里2393,,,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/a4e00672-dcc3-469e-9011-7208b65bde55.jpg,,,在能够完全感受济州的家庭住宅中民宿田园民宿位于牛岛河牛木洞港正面。位于港口正前方随车前往牛岛的游客可停放在码头边。房间共有4个每个房间都有浴室和空调冰箱。除包含厨房的单间101室以外没有具备厨房设施因此必须使用设在1楼的公用厨房设施。公用厨房有微波炉电热水壶可以做饭。夏天可以出租管子如果支付额外费用可以出租烧烤架和家什。​​​​​​​​​​​​​​​​​
3257,截流长度笔,济州特别自治道济州市明林路10-1(奉盖洞),,064-723-2737,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/2a50e69c-8476-48e9-a859-bae0916f375f.jpg,,,位于济州机场以东20多分钟的距离位于济州市内徒步旅行的麦加峰开洞森林路入口。
3258,热尼亚酒店,济州特别自治道济州市连洞 282-20,,064-797-9000,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d416071e-274b-4e4c-a9f2-9b94287bf7c8.jpg,,,位于距离机场约10分钟的济州市内公共交通出行非常方便。出差或旅行时这里就像家一样舒适有安全感非常干净整洁。建筑内可以使用自助餐厅和自助餐厅周边有很多保健街美食店便利设施等使用起来非常方便。​
3259,制马奔腾,济州特别自治道济州市朝天邑新村10路41-1,,064-782-6011~12,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9bb6bb93-c0df-476e-87fe-01acdd52a30a.jpg,,,在非转向性汽车上使用Jema Pention介绍者即可适用折扣。 客房内物品破损时请提前告知并按购买价标准进行赔偿处理即可。 退房时请仔细整理洗碗洗碗整理后待退房检查后再交钥匙即可。
3260,J&CLOY,济州特别自治道西归浦市大静邑武陵里 3869-4,,010-8557-3350,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/b8e2ed8f-2307-44f9-9aa5-c5449476a198.jpg,,,可观赏星星和大海的温泉旅馆位于日果里海岸公路所有客房的室内或室外都设有Jacuzzi。在野外的Jacuzzi人们可以看着前方的大海亲自感受大海的气息享受水疗。在室内可以看到大海的巨大的玻璃窗前设有Jacuzzie果然可以一边看大海一边享受水疗。由最高级羊毛和使用高密度泡沫的床垫高级棉和高质量的鹅毛被子构成的床上用品提供舒适的床铺。1楼大厅的顶棚设计得非常高给人以豁然开朗的感觉是用作早餐餐厅兼咖啡厅的空间。在这里可以免费为客人提供茶水书架上插着很多书可以悠闲地读书。​​​​​​​​
3261,济州荔枝酒店,济州特别自治道济州市涯月邑高内里 332-1,,064-799-1991,,,https://api.visitjeju.net/photomng/imgpath/201804/30/97b284e1-4406-4a08-a10e-cd81591499c0.jpg,,,位于被称为爱与和平之岛济州的韩国罗浦里尔的美丽涯月海岸公路边的济州荔枝酒店是展现前客室大海前景在美丽的波涛声中迎接清爽早晨的最佳度假酒店。济州荔枝酒店提供舒适氛围的客房每个客房都配有客人所需的基本家具和设施。包括有supperier duble&gttable的露台的大海展望的海洋风景类型是蕴含温暖感觉的济州美景的客房。《super junior twin 19平》是两张单人床比双人床结构更加多样散发出温馨氛围的客房。在ltrich twin 21坪&gt卧室旁边是蓝色全景大海展望型的richtwin room。拥有21坪&gt艺术感的柔和眼框和与之相配的朱红色感觉风格的客房。28坪&gt高的天花板和宽敞的客厅中可以看到的济州海岸醒目的28坪高级客房。可以欣赏到 &lthit 30坪&gt济州岛全景的最宽敞的30坪型荔枝甜点客房。
3262,济州天线休养粉饼,济州特别自治道济州市海岸洞 35-8,# 优秀旅游公司,064-747-1570,,* 全年无休可利用练歌房烤肉店菜园,https://api.visitjeju.net/photomng/imgpath/201804/30/d994c8ad-5445-409c-9d1e-f126deb13571.jpg,,,适合济州Skyline度假家庭/团体旅行的宽敞舒适的独栋休养粉饼。距离机场15分钟可眺望汉拿山。可利用个别烧烤练歌房的菜园。LOVELAND 汉拿树木园神秘道路位于旅馆附近便于观光。​​​​
3263,济州夜圆独彩笔,济州特别自治道济州市朝天邑善屹里 2044-2,,010-4209-1733,,,https://api.visitjeju.net/photomng/imgpath/201804/30/85689636-8767-4f8b-ba2d-3ac01615215e.jpg,,,距离咸德海水浴场 15 分钟距离由入口至石墙莲花池 연못子曰等全景构成。​
3264,济州BNBPENCE,济州岛西归浦市安德面沙溪里3537-1,,064-792-5670,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2c703583-acdd-4453-86ad-66b6bae7e11e.jpg,,,位于济州岛南济州郡的自然亲和型Carabian风高级避孕套。​​​​
3265,济州R酒店西归浦店,济州特别自治道西归浦市中正路14(西归洞),,064-733-5477,,,https://api.visitjeju.net/photomng/imgpath/201804/30/cccf9ff4-2da4-4d28-9484-ab49150921f2.jpg,,,位于西归浦市中心的酒店距离机场乘坐豪华大巴需要1小时。以合理的价格提供现代简约的客房。周边有李仲燮街李仲燮美术馆天地渊瀑布等西归浦市周边的观光交通非常便利。提供台球足球游戏互联网等娱乐设施等便利设施。​​
3266,济州온29,济州特别自治道济州市涯月邑郭支里 378-1,,000-1522-4114,,24小时全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/9cb4f94e-b608-40f5-803e-818a8974233e.jpg,,,济州加温29 设有前客室独立游泳池及烧烤设施户外大型游泳池及早餐服务电动车充电设施高尔夫练习设施内部咖啡厅设施等多种附属设施。客房共29间由单层 Standard Room复式 Deluxe Room复式VIP Suite Room客房组成。济州加温29住宿使用时济州租车加温费用优惠50%。​​​​
3267,济州柑橘农协卡拉班,古城里229,,064-784-9890,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/6887fa1c-79d6-40a2-b843-291a3832d611.jpg,,,淋浴场洗衣房餐厅会议室烧烤场停车场的配套设施已经准备就绪。​
3268,济州机场辣椒蜻蜓招待所,济州特别自治道济州市道令路190,,010-6283-2434,,,https://api.visitjeju.net/photomng/imgpath/201804/30/4a532e77-c56e-426f-8166-78dee4c8591b.jpg,,,毛巾自由使用的床上用品每日洗涤。​​
3269,济州绿色粉饼,济州特别自治道济州市涯月邑光上路344号,,064-799-7879,,,https://api.visitjeju.net/photomng/imgpath/201804/30/28114fa7-10bd-4063-b68e-3bd6738b29d3.jpg,,,我们济州绿色海岸是靠近济州著名高尔夫球场的海岸旅馆。 艾利西安塔米乌斯 Ninebrit Castlex PinksBlackstore LakehillsSky Hill济州CCOraCC汉拿山CC等多种著名高尔夫球场自驾。​​
3270,济州金山奔腾,济州特别自治道济州市涯月邑纳邑里 1526-5,,064-799-0400,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/de9cded9-a052-43e4-a285-302701a9d3fb.jpg,,,附近有著名的旅游胜地海水浴场高尔夫球场。
3271,济州九牛角,济州岛西归浦市西归洞644-1号,,064-762-0045,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/6042dd5a-994f-47fa-bfdc-bb8aae836e81.jpg,,,附近有天地渊瀑布二重燮街新连桥正房瀑布外石狗西归浦潜水艇偶来市场偶来路等与旅游胜地的接近性非常好。此外机场巴士市郊/市内巴士站近公共交通也方便。​​
3272,济州nosvillage,济州特别自治道济州市朝天邑北村三街13,,064-783-0234,,,,,,位于朝天邑北村里的济州北村村是望着西牛峰东侧大海而坐的情侣家庭型旅馆正在运营四个客房和咖啡厅。早上提供的咖啡豆和咖啡一起享受的安静休息是这里的魅力所在。 四间客房有云风野花天空之名。云房为2-4人间拥有宽敞的客厅和专用的屋顶空间。 野花和风也是2-4人室正面面向大海呈复层的结构。天房为4-6人用家庭房位于一楼配有专用台式机和遮阳伞。 整个客房都配有简单的厨房和无线网络。如果超过2晚可以通过预约免费使用烧烤场。 另外在民宿管理的菜园中可以尽情享用无公害蔬菜。可以在咸德瑞雨峰海边或周边的超市使用接送服务敬请参考。 周边的观光地包括九路线西右峰咸德海边金宁海边万丈窟仙女和樵夫主题公园等从济州国际机场出发约需要40分钟。​​ ​​
3273,济州台布招待所,济州特别自治道西归浦市江汀洞 349-1,,010-2929-9582,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/99600fa9-02b5-465f-b5ac-9f5c3ec9c055.jpg,,,这里是西归浦汽车站和世界杯体育场附近的招待所。因为是在航站楼附近所以有直接从机场过来的豪华大巴岛内任何地方都方便移动而且这里是世界杯体育场附近位置不偏僻有易买得购物。因为有能英语的职员所以对待外国人没有问题。住宿为男女间男间情侣间家庭间。橡子8人室 - 每人15000韩元 情侣房 2人室 - 平日35000韩元 周末45000韩元 家庭房 4人室 - 平日55000韩元 周末65000韩元 追加学生
