指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
1508,月城骨窟庵摩崖如来坐像(文物),庆尚北道庆州市阳北面安洞里 304,#庆州文化遗产#宝物#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/03C0F453DA054495953418E83070DB13.jpg,,,这是利用位于麒林寺山谷的骨窟岩高岩壁上的自然窟建造的12个石窟中位于最上层的摩崖佛。 朝鲜时代谦斋旌善所画的骨窟石窟中描写了木造殿室但现在仅留有岩石的痕迹。
1509,庆州东川洞摩崖三尊佛坐像 (文化遗产),庆尚北道庆州市上东川内街93-7,#庆州文化遗产#庆尚北道有形文化遗产#了解统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/217E88BFA5494A3B960FCF166B7D1EAC.jpg,,,(统一新罗时代)羅石佛통일(摩崖石佛坐像)自坐像(自然岩壁) 由于磨损严重很难完全掌握雕刻手法。
1510,龙추瀑布(山),庆尚北道盈德郡知品面新安里,# 盈德旅行,054-733-2170,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150924/7EAEFCD238624C2EA700637F2235F2C0.jpg,,,龙덕瀑布位于从盈德邑到安东市的国道边上以相邻的青松郡和盈德郡为界从海拔600米的大屯山流下来的溪谷的水汇流而下。
1511,庆州民俗工艺村(旅游景点),庆尚北道庆州市下洞201-18,#庆州旅行#今天是我的生日#感性充电,054-746-7270,http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/E4FA43370F834C30998653B72A35B27C.jpg,,,在佛国寺和普门园区之间的吐含山麓旅游公路旁有45栋保留旧貌的传统骨瓦房及草屋。 这里是为了继承先祖们的精神帅气和手艺而建的66116平方米的匠人村。 这里可以免费参观金属陶瓷木工宝石石工刺绣陶器工艺等18家企业作坊的制造过程及民俗工艺展示馆也可以以低廉的价格直接从生产者手中购买。
1512,日直餐厅(一般韩餐),庆尚北道安东市京东路676(云兴洞),#安东旅行#安东小吃店#安东干青花鱼#安东站周边小吃店#火车旅行#哥哥旅行#家庭旅行#孩子们值得去的地方,054-859-6012,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151013/CD7F1FEEFE314965925EEE74BA5FF332.png,,,150席
1513,洛东家(普通韩餐),庆尚北道英阳郡立岩面早基里路6-1(立岩面),#营养旅行#营养美食#汤,054-682-4070,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/025F5FBEED684130A9F5E96ABA000077.jpg,,,三十席
1514,宴会集(一般韩餐),庆尚北道庆州市鲍石路一零九二号街,#庆州#刀切面#豆切面#米酒#庆州美食店,054-771-8118,http://store.naver.com/restaurants/detail?id=34641742,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171227/6466B69E4F33402FAB68382CAECF4882.jpg,,,
1515,安东岛山温泉(休养地),庆尚北道安东市陶山面温惠里1034-2,#安东旅行#温泉旅行#治愈旅行#家庭旅行,054) 586-1335,http://www.tourandong.com/public/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/EE97AA2C4E0E429F93DA7BA7F94D2176.jpg,,,桃山温泉所在的温惠里旧名温溪里因村里有温泉而得名。 古时的礼安当地收录了龙头山下冬无冰山涧有温水[龙头山下东汉不冰溪流温泉]的字样。 相传此处有一位老妇人因子女重病在龙头山灵山亭祈祷多日梦中山神显梦为山下寻找温水治疗子女而生。 不过关于温泉被大家所知的时间和位置并没有流传下来虽然当时温泉的确切位置还不清楚但可以肯定的是从很久以前开始就出现了水质非常好的温泉水。
1516,江口港(海),庆尚北道盈德郡江口面江口里,# 盈德旅行#美食旅行#大闸蟹店#电视剧拍摄地#好走的地方#好干的地方#海岸道路周边,文化旅游科 054-730-6533,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/719808125BA744BEB5C47734F2E67502.jpg,,,这里是庆尚北道盈德郡最大的港口也是有名的大闸蟹。 在11月至次年4月至5月的大闸蟹季节无数大闸蟹渔船在这里集结。 运营着大闸蟹销售场被称为大闸蟹街的饭店一条街长达3公里。 以钓银鱼闻名的盈德主要河流五十川将经由江口港南部出海。
1517,长沙海水浴场(海),庆尚北道盈德郡南亭面长沙里,#盈德旅行#沙场#家庭旅行#我们孩子体验学习#益西丁庆北#鱼咬着糕点扑通扑通扑通#夏日避暑#夏日旅行#2天1夜旅行,南井面事务所(海水浴场) 054-730-7303海洋水产科(海水浴场) 054-730-6565,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/C029660A5C9E42009230E7EBCB74C158.jpg,,,永德邑以南16公里处的长沙海水浴场是沙滩长900米宽80米平均水深1.5米的小海水浴场附近有很多游客。 沙滩后面是茂密的松树林还设有更衣室淋浴场停车场等。 任何人都可以捕捞贝壳作为休闲设施(水上滑雪香蕉船喷气式滑雪)和捕到어鱼 우鱼 등이鱼等的海上钓鱼场所而闻名。
1518,大陵园石墙路 (徒步),庆尚北道庆州市太宗路736-3大陵园石墙路(沙亭洞),#4月值得一看的地方#人生照片在这里#樱花旅行,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160706/25D001EF1EAA458FA0EA22FEA818CA92.jpg,,,沿着石墙路樱花隧道非常壮观。
1519, 절골溪谷[周王山国立公园](山),庆尚北道青松郡府东面上义里406(注旺山国立公园内),# 世界地质公园#教科书体验旅行#周王山国立公园,054-870-5300 (国立公园管理公团驻旺山事务所),http://juwang.knps.or.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151110/BD88F900DFDA489A897C2EAC19C029EB.jpg,,,截骨峡谷因舟山川流水下角作用较宽具有深急倾斜的曲壁。 在秋天的枫叶季节这里风景秀丽不亚于周王溪谷所以只要是来登山的游客都一定要去一次。
1520,海平面湿地(湖水),庆尚北道龟尾市海平面海坪里,# 龟尾旅行#生态观光#值得和孩子们去的地方,054) 480-5292 (环境安全科),http://www.gumi.go.kr/main.do,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151013/D983912A1E2148918A183DC362FF795F.png,,,
1521,厚布防波堤(海洋),庆尚北道蔚珍郡厚浦面厚浦里,# 蔚珍旅行# 鱼咬年糕 咕嘟咕嘟,054-782-1501,http://www.uljin.go.kr/tour/index.uljin,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/260C25D5937D47EFB66CB56069092C6A.jpg,,,由大防波堤(1250米)和小防波堤(560米)组成。 防波堤从最高的厚浦东海是뱅어돔 主要在大防波堤进行垂钓特别是外航从100米地点到终点全域都是热门景点。 另外距离厚浦防波堤入口1公里左右的地方有韩进防波堤。
1522,罗谷海水浴场(海),庆尚北道蔚珍郡北面罗实街24,# 蔚珍旅行# 以自然为伴,054) 789-6862,http://www.uljin.go.kr/tour/index.uljin,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/A69E5442B97140C68F7F59BF6B68B64C.jpg,,,位于庆北蔚珍郡北面罗谷里的罗谷海水浴场虽然没有什么特别之处但其特点是安静的氛围和海边处处可见的石岩和罗谷川。  这里是位于庆尚道最北边可以看到晾晒蔚珍特产古浦味站的风景的安静渔村。
1523,王陂川溪谷(山),庆尚北道蔚珍郡近南面九山里~西面旺陂里,#蔚珍旅行#治愈旅行#步行好去处#家庭旅行#我们孩子体验学习#友情旅行#王皮川生态探访路,054-789-6902 (蔚珍郡厅文化观光科),http://www.uljin.go.kr/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/DD543B7BCA794F4DAC7863969CC6F15D.jpg,,,王皮泉周围被高山和悬崖环绕难以接近因此保存着多年不曾问津的自然景观栖息着各种珍稀野生动植物被环境厅指定为生态环境保护地区。 保护区内禁止露营炊事等行为是未沾染污垢的野生原地除蔚珍部分路段外大部分为偏远地区。
1524,普贤山(山),庆尚北道永川市华北面,#永川旅行#适合登山的地方#保贤山天文台#川水누街,054-330-6061,http://tour.yc.go.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/E24ACBBE0BD348408F9AC4D9DE4DDC41.jpg,,,位于永川市和浦项市青松郡交界处的华北面正觉里的这座山由笨重的肉山组成整个山呈盾牌状。 攀登这座像大象一样笨重的山峰时山顶上由紫芒草和橡树组成的主能线展示着高山的山势山顶上有1127米的标石还有国内最大的普贤山天文台。
1525,邱马溪谷(古船溪谷)(山),庆北奉化郡小川面县洞里,#烽火旅行#夏日旅行#夏日避暑旅行#家庭旅行#值得和孩子们一起去的地方#烽火旅行推荐地,奉化郡文化观光科 054-679-6341,http://www.bonghwa.go.kr/open.content/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/A85D9A794D0A41EE949DE320B65CC9C5.jpg,,,发源于太白山(1567米)的溪流长达20公里。 发源的溪谷中最长是水流长100里长的原始森林溪谷水量丰富栖息着各种淡水鱼非常适合与家人一起戏水。 另外周边的奇岩怪石和悬崖森林等天然保存完好溪谷水清澈如镜周围秀丽的山势在水中映照下一次比一次生动。
1526,卡里卡茨(日式),庆尚北道庆州市太宗路七九一号街,#庆州旅行#庆州美食店#徒步旅行#庆州站周边#庆州站周边美食店#值得和孩子们一起去的地方#和哥哥一起去,054-772-8287,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151006/5EA1B30D144341B89F6E467A3835BE13.jpg,,,
1527,云梯山(山),庆尚北道浦项市南区大松面山余里,#吴御史#迎日满温泉,054-270-2243,http://phtour.pohang.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20161028/E5A0A70FD85B434AA691D83C5D23BC17.jpg,,,
1528,醴泉金南里 黄木根(彭树)(树木园),庆尚北道醴泉郡龙宫面锦南里696,#醴泉旅行#天然纪念物,054) 650-6395 (醴泉郡厅文化观光科),http://tour.ycg.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/15D3B36330E34C92BD39A1F60F1CF434.jpg,,,黄木根是 팽树。 팽树是生长在平地上的落叶阔叶乔木叶子是虎生的卵形或长椭圆型尖尖尖。 叶长4-11厘米上部有支架表面粗糙叶瓶长2-12毫米有毛。 花是浅黄色的五月开水花是翠花岩花是液体。 醴泉郡龙宫面锦南里(金元村)材料的东神木(彭树)树龄约500年被推测为老渠树高15米围高3.2米。 像人一样以黄姓木根的名字拥有土地缴纳税金的国内拥有土地最多的(12232平方米)富人树5月就会开出黄色的树名取名黄根。
1529,德川海水浴场(海),庆尚北道盈德郡柄谷面德川里,#盈德旅行#2天1夜#沙场#以自然为伴#大蟹美食店#治愈旅行,柄谷面事务所(海水浴场) 054-730-7801 海洋水产科(海水浴场) 054-730-6565,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/225153A4F8424E41BFCA86C2E96D821A.jpg,,,在拥有7种宝物的七宝山半山腰路上看到的德川海水浴场的草绿色波浪是其他地方看不到的珍贵风景。  这里拥有充足的人心和蓝天白色的沙滩蓝色的海洋以及拥有充足肉体的盈德大闸蟹。 这边的德川里村民宿也便宜。
1530,永川星星美术村(体验),庆尚北道永川市花山面佳上里649,#永川旅行#感性充电#适合散步的地方#值得和孩子们一起去的地方#哥哥和#家庭旅行,054-330-6067~2,http://bbmisulmaeul.yc.go.kr/main/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/18FE8A063D3742768858C912E537D893.jpg,,,星星美术村是由文化体育观光部主办的2011乡村美术项目征集活动的村由50多名作家参与设置有庆北永川市花山面和华南面一带村庄各处文化遗产和自然风光居民日常生活相关的美术馆45幅作品。
1531,相对温泉观光酒店(酒店),庆尚北道庆山市南山面上大里528,#温泉旅行#庆山住宿#适合登山的地方,053-815-8001,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150911/FD0120DCB75E4208AA9E514ADBD5702B.png,,,相对脉斑温泉的由来是从新罗时代开始被广泛称为热石泉(又名温岩亭)的地下500米脉斑石岩戒指层中喷出的温泉水对神经痛关节炎皮肤美容特别是原汤温泉水中含有约50多种矿物质具有从麦饭石岩层(地下500米处)溶出的药碱性(PH7.7)具有现代人的酸性体质。上大温泉观光酒店自1982年开馆以来接待了超过700万名游客成为名副其实的健康美容温泉。
1532,ECO酒店 [优秀住宿设施 Good Stay](酒店),庆尚北道浦项市南区posco大路430(海岛洞),#POSCO周边#POSCO周边住宿#松岛海水浴场周边住宿#我独自出去旅行#两人一起#浦项住宿,054-282-8787,http://www.ecobusinesshotel.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/6771251B5BA64BC98AC1AD0A27E669F4.jpg,,,位于钢铁之都庆北浦项的ECO酒店位于韩国最大钢铁厂浦项制铁前的衡山路上。  商务旅行的游客酒店的中低价国内外买家很多posco钢铁产业园区综合竞技场和市场等临近了粥快方便使用。
1533,京珠桥村(旅游地),庆尚北道庆州市校村内街(校洞),#庆州旅行#徒步旅行#散步的好去处#美食旅行#了解新罗时代#哥哥和孩子值得去的地方#和孩子去的地方#家庭旅行#民俗游戏,旅游咨询处(庆州站) 054-772-3843,http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/3F23603ECAC540EFB6771C1AC6D2B614.jpg,,,重要民俗资料第27号庆州崔氏故居和重要无形文化遗产第86-多号庆州校洞法柱所在的校村在12代里守护着万石之器的财产致力于学问方面也历经9代。
1534,盈德大昭山烽火台(文物),庆尚北道盈德郡丑山面道谷里山20,# 盈德文化遗产#庆尚北道纪念物#适合登山的地方#展望好的地方,盈德郡文化观光科(文化遗产) 054-730-6295~6296,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/7C82EC133B0B42B0B0184360C7E29BA6.jpg,,,烽火台利用火炬和烟雾传递急讯指古代通讯工具登高山生火白天用烟晚上用火发出信号。  盈德大昭山烽火台是将盈德畜产浦方面的情况传到首尔南山的地方之一。 南边另外一半的烽火台北边是平海的胡里山烽火台西路经过矿山烽火台联系进步的南角山烽火台。 山顶筑起防御墙城内直径11米高3.5米垒砌封墩。
1535,伽倻山国立公园 (万物上路线)(山),庆尚北道星州郡修伦面伽倻山植物园街52,#星洲旅行#适合登山的地方#治愈旅行#国立公园#野生植物园,054-932-3999 (伽倻山国立公园佳川分所),http://gaya.knps.or.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151105/F1633D7F207F4F86905454687C3096E1.jpg,,,伽倻山距离星州邑27公里自古以来就是韩国8胜地之一1972年被指定为国立公园主峰七佛峰海拔1433米。
1536,浦项舰体验馆(文化设施),庆尚北道浦项市南区运河路205号浦项舰体验馆(松岛洞),# 浦项值得一看的地方# 可以和孩子们一起去的地方# 家庭旅行#粥道市场,054-231-3882,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160706/4FAF64E631A343FFA67AC5B7D33E3C12.jpg,,,2010年6月12日浦项市民日开馆的浦项舰体验馆与天安舰相同可理解海军生活和舰上生活的舰上体验馆为已故韩周浩准尉的生平天安舰46名战死者
1537,庆州南山入谷石佛头 (文化遗产),庆尚北道庆州市排洞86 3,#庆州文化遗产#了解统一新罗时代#庆尚北道有形文化遗产#庆州南山周边#西南山#适合登山的地方,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/9C7B5CF58CDE44FDB55E5E58D39063E7.jpg,,,* 沿革庆州立谷(庆州入谷)的拜洞(培洞)村至东便(东侧)约1m地 m(支点)石佛立像2。 光培和佛立像为一造(日조)蓮葉台坐(荷叶台座)为一別造(别조)。
1538,庆州碧岛山石佛立像 (文化遗产),庆尚北道庆州市栗洞山73,# 了解庆尚北道文化遗产资料#庆州文化遗产#统一新罗时代,054) 779-6102~5(庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/1281C7EBEB404F17A1D34A0784073365.jpg,,,这就是位于庆尚北道庆州市栗洞碧岛山东侧山脊上的石雕佛像。 整体表现可见一斑但经过长期磨练细节表现难辨。 头部呈发髻状头束耸立脖子上有三条三道表现。 衣服裹着双肩全身上下流淌着衣角。 从扎头发和衣角的表现来看应该是统一新罗时代以后制作的。
